                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.4734,                 1.0992,                0.99171,                0.39707,                0.30127,                0.29393,                0.16771,                 1.3931,                 1.0442,                0.95918,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.4672,                 1.0981,                0.99127,                 0.3979,                0.30436,                 0.2954,                0.16885,                 1.3891,                 1.0395,                0.95627,               0.006733,               0.006733,               0.006733
                     68,                 1.4619,                 1.0917,                0.98713,                0.40431,                0.30385,                0.29668,                0.17042,                  1.387,                 1.0399,                0.95642,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.4617,                 1.0902,                0.98599,                0.38966,                0.31023,                0.29897,                0.17082,                 1.3849,                 1.0359,                0.95412,               0.006634,               0.006634,               0.006634
                     70,                  1.452,                 1.0851,                  0.983,                0.39513,                0.30836,                0.29914,                0.17212,                 1.3825,                 1.0319,                0.95326,              0.0065845,              0.0065845,              0.0065845
                     71,                  1.454,                 1.0826,                0.98016,                0.40042,                0.30966,                  0.301,                 0.1725,                 1.3817,                 1.0305,                0.95299,               0.006535,               0.006535,               0.006535
                     72,                 1.4465,                 1.0816,                0.98303,                0.40304,                0.30915,                0.30078,                0.17181,                 1.3795,                 1.0272,                0.95173,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.4465,                 1.0787,                0.98075,                0.39134,                0.31627,                0.29942,                0.17124,                 1.3785,                 1.0306,                0.95163,               0.006436,               0.006436,               0.006436
                     74,                 1.4528,                 1.0796,                0.97966,                0.39047,                  0.313,                 0.2991,                0.17029,                 1.3737,                 1.0269,                0.94925,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4422,                 1.0761,                0.97685,                  0.406,                0.30685,                0.30199,                  0.172,                 1.3714,                 1.0244,                0.94866,               0.006337,               0.006337,               0.006337
                     76,                 1.4471,                 1.0718,                  0.978,                0.40565,                0.30846,                0.30253,                0.17272,                 1.3724,                 1.0241,                0.94882,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4386,                 1.0663,                0.97771,                0.39649,                0.31467,                0.30244,                0.17345,                 1.3732,                 1.0232,                0.94934,               0.006238,               0.006238,               0.006238
