                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                 1.4873,                 1.1314,                 1.0036,                0.38803,                0.30148,                0.28842,                0.16401,                 1.4055,                  1.069,                0.96742,                0.00703,                0.00703,                0.00703
                     62,                 1.4858,                 1.1328,                 1.0018,                0.39704,                0.29904,                0.29127,                0.16589,                 1.4048,                 1.0711,                0.96772,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.4919,                 1.1348,                 0.9997,                0.39986,                 0.2968,                0.28988,                0.16533,                 1.4029,                 1.0691,                0.96635,               0.006931,               0.006931,               0.006931
                     64,                 1.5006,                 1.1428,                 1.0015,                0.40373,                0.30224,                0.29501,                0.16749,                 1.4041,                 1.0698,                0.96673,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.4884,                 1.1416,                0.99825,                0.41113,                0.29891,                0.29123,                0.16577,                 1.4046,                 1.0781,                0.96596,               0.006832,               0.006832,               0.006832
                     66,                 1.4923,                 1.1368,                0.99773,                0.40892,                0.30095,                0.29537,                0.16817,                 1.3989,                  1.068,                0.96401,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.4857,                   1.13,                0.99839,                0.39555,                0.30388,                0.29288,                0.16788,                  1.395,                 1.0651,                0.96028,               0.006733,               0.006733,               0.006733
                     68,                 1.4819,                  1.121,                0.99366,                0.40138,                0.30168,                0.29542,                0.16907,                 1.3963,                 1.0582,                0.95907,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.4824,                 1.1197,                0.99295,                0.40037,                0.30476,                0.29609,                0.16957,                 1.3992,                 1.0573,                0.96032,               0.006634,               0.006634,               0.006634
                     70,                 1.4711,                 1.1109,                 0.9891,                0.41294,                0.30226,                0.29554,                0.16922,                 1.3954,                 1.0547,                0.95773,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.4737,                 1.1096,                0.98646,                0.40399,                0.30518,                0.29593,                0.17034,                  1.391,                 1.0512,                0.95593,               0.006535,               0.006535,               0.006535
                     72,                 1.4656,                 1.1085,                 0.9892,                0.40481,                0.30227,                0.29544,                0.16981,                 1.3884,                 1.0494,                0.95548,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.4673,                 1.1063,                0.98677,                0.41005,                0.30008,                0.29671,                0.16963,                 1.3871,                 1.0482,                0.95443,               0.006436,               0.006436,               0.006436
                     74,                 1.4735,                 1.1048,                0.98563,                0.40088,                0.30418,                 0.2984,                0.17083,                 1.3886,                 1.0432,                0.95478,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4614,                  1.103,                0.98277,                0.39842,                0.30799,                0.29814,                0.17152,                  1.384,                 1.0398,                0.95405,               0.006337,               0.006337,               0.006337
                     76,                 1.4673,                 1.1012,                0.98439,                0.41236,                0.30328,                0.29958,                0.17126,                 1.3841,                 1.0405,                0.95473,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4585,                 1.0951,                0.98403,                0.40982,                0.30527,                0.29935,                0.17176,                 1.3841,                 1.0375,                0.95437,               0.006238,               0.006238,               0.006238
                     78,                 1.4613,                 1.1007,                0.98434,                0.41081,                0.30528,                 0.3013,                0.17283,                 1.3798,                  1.036,                0.95204,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.4558,                 1.0871,                0.98416,                0.40812,                0.30847,                0.30133,                0.17297,                 1.3796,                 1.0341,                 0.9521,               0.006139,               0.006139,               0.006139
                     80,                  1.451,                 1.0883,                  0.982,                0.40531,                 0.3095,                0.30063,                0.17287,                 1.3771,                 1.0329,                0.95073,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.4567,                 1.0937,                 0.9834,                0.40702,                0.30889,                0.30299,                0.17417,                 1.3783,                 1.0331,                0.95079,                0.00604,                0.00604,                0.00604
                     82,                 1.4483,                  1.086,                0.97976,                0.40046,                0.31062,                0.30153,                0.17369,                 1.3769,                 1.0318,                0.95016,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.4514,                 1.0806,                0.97939,                0.41032,                0.31067,                0.30406,                0.17409,                 1.3763,                 1.0294,                 0.9502,               0.005941,               0.005941,               0.005941
                     84,                 1.4503,                 1.0885,                0.98087,                0.41095,                0.30955,                0.30394,                0.17516,                 1.3758,                 1.0279,                0.95029,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.4487,                 1.0812,                0.97982,                0.41825,                0.30629,                0.30521,                0.17579,                 1.3745,                 1.0267,                0.95042,               0.005842,               0.005842,               0.005842
                     86,                 1.4407,                 1.0798,                0.98027,                0.41585,                0.31089,                0.30671,                0.17644,                 1.3718,                 1.0223,                0.94941,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4433,                 1.0782,                0.98125,                0.40726,                0.31378,                0.30585,                0.17619,                 1.3727,                 1.0207,                0.95008,               0.005743,               0.005743,               0.005743
                     88,                 1.4339,                 1.0714,                0.97583,                0.41218,                0.31421,                0.30699,                0.17726,                 1.3694,                   1.02,                0.94822,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.4524,                 1.0821,                  0.979,                 0.4079,                0.31815,                0.30837,                0.17741,                 1.3706,                 1.0194,                 0.9488,               0.005644,               0.005644,               0.005644
                     90,                 1.4404,                 1.0745,                0.97821,                0.40705,                0.31855,                0.30972,                0.17751,                 1.3691,                 1.0176,                0.94884,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.4473,                 1.0756,                0.97953,                0.40511,                0.31669,                0.30825,                0.17796,                 1.3664,                 1.0161,                0.94767,               0.005545,               0.005545,               0.005545
                     92,                  1.428,                 1.0643,                0.97542,                0.41309,                0.31183,                0.30827,                 0.1779,                 1.3661,                 1.0157,                0.94727,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.4387,                 1.0699,                0.97528,                0.41837,                0.31253,                 0.3097,                0.17872,                 1.3673,                 1.0161,                0.94735,               0.005446,               0.005446,               0.005446
                     94,                 1.4326,                 1.0619,                0.97524,                0.41697,                 0.3157,                0.31039,                0.17945,                 1.3671,                 1.0148,                0.94714,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.4378,                 1.0643,                0.97694,                0.41666,                0.31841,                0.30988,                0.17869,                 1.3649,                 1.0148,                 0.9464,               0.005347,               0.005347,               0.005347
                     96,                 1.4328,                 1.0639,                0.97325,                0.41636,                0.31772,                0.31015,                0.17927,                 1.3639,                 1.0122,                0.94588,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.4289,                 1.0553,                0.97088,                  0.417,                0.31527,                0.30938,                0.17864,                 1.3636,                 1.0118,                0.94639,               0.005248,               0.005248,               0.005248
                     98,                 1.4258,                 1.0533,                 0.9719,                0.41356,                0.31818,                0.30968,                0.17886,                 1.3619,                 1.0104,                0.94615,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.4252,                 1.0554,                0.97168,                0.41418,                   0.32,                0.31032,                0.17848,                 1.3626,                 1.0093,                0.94658,               0.005149,               0.005149,               0.005149
                    100,                 1.4216,                 1.0523,                0.97062,                0.41562,                0.31942,                0.31069,                0.17889,                  1.363,                 1.0092,                0.94686,              0.0050995,              0.0050995,              0.0050995
                    101,                 1.4228,                  1.052,                0.97081,                0.41471,                0.31911,                0.31199,                 0.1797,                 1.3621,                 1.0084,                0.94702,                0.00505,                0.00505,                0.00505
                    102,                 1.4208,                 1.0524,                0.97015,                0.41673,                0.31903,                0.31134,                0.17954,                  1.361,                 1.0077,                0.94613,              0.0050005,              0.0050005,              0.0050005
                    103,                   1.42,                 1.0496,                0.97061,                0.41171,                0.32113,                0.31215,                0.18021,                 1.3601,                 1.0066,                0.94556,               0.004951,               0.004951,               0.004951
                    104,                   1.42,                 1.0486,                0.97199,                0.42356,                 0.3189,                0.31252,                0.18023,                 1.3594,                 1.0056,                0.94531,              0.0049015,              0.0049015,              0.0049015
                    105,                  1.419,                 1.0448,                0.96858,                0.42546,                0.31686,                0.31374,                0.18117,                  1.359,                 1.0051,                 0.9452,               0.004852,               0.004852,               0.004852
