                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.4432,                 1.0912,                  1.004,                0.37463,                0.30601,                0.28815,                0.16331,                 1.3652,                 1.0212,                 0.9721,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.4449,                 1.0872,                 1.0034,                0.38373,                0.29696,                0.28674,                 0.1617,                 1.3703,                 1.0197,                0.97372,               0.006931,               0.006931,               0.006931
                     64,                 1.4549,                 1.0945,                 1.0053,                 0.3841,                 0.2999,                0.29035,                0.16398,                 1.3642,                  1.015,                0.97138,              0.0068815,              0.0068815,              0.0068815
                     65,                  1.442,                 1.0889,                 1.0028,                0.38105,                 0.3032,                0.28831,                 0.1621,                 1.3629,                 1.0172,                0.97114,               0.006832,               0.006832,               0.006832
                     66,                 1.4478,                 1.0859,                 1.0038,                0.38762,                0.30057,                0.29247,                0.16482,                 1.3669,                 1.0127,                0.97251,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.4405,                 1.0807,                 1.0051,                0.37698,                0.30495,                0.28887,                0.16464,                 1.3635,                 1.0131,                0.97128,               0.006733,               0.006733,               0.006733
                     68,                 1.4352,                 1.0756,                 1.0014,                0.38402,                 0.3057,                0.29336,                0.16618,                 1.3604,                 1.0109,                0.97064,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.4355,                  1.076,                 1.0019,                0.38452,                0.30844,                 0.2931,                0.16641,                 1.3587,                 1.0089,                0.96925,               0.006634,               0.006634,               0.006634
                     70,                 1.4271,                 1.0673,                0.99926,                0.38578,                 0.3064,                0.29367,                0.16634,                 1.3521,                 1.0053,                0.96764,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.4292,                 1.0666,                0.99662,                0.38194,                0.30856,                0.29613,                0.16789,                 1.3517,                 1.0005,                0.96743,               0.006535,               0.006535,               0.006535
                     72,                 1.4223,                 1.0645,                0.99975,                0.39227,                0.30944,                0.29613,                0.16861,                 1.3534,                 1.0012,                0.96828,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.4236,                 1.0644,                0.99798,                0.39359,                 0.3064,                0.29529,                0.16775,                 1.3536,                 1.0047,                0.96827,               0.006436,               0.006436,               0.006436
                     74,                 1.4306,                 1.0649,                0.99776,                0.39139,                0.30771,                0.29658,                0.16863,                  1.349,                  1.002,                0.96759,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.4196,                 1.0614,                0.99502,                0.39287,                0.30628,                0.29776,                0.16998,                 1.3491,                0.99875,                0.96734,               0.006337,               0.006337,               0.006337
                     76,                 1.4251,                 1.0578,                0.99678,                0.39127,                0.30973,                0.29702,                0.16865,                 1.3475,                0.99851,                0.96595,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4167,                 1.0537,                0.99614,                0.40454,                0.30607,                0.29795,                0.17006,                 1.3491,                0.99734,                0.96573,               0.006238,               0.006238,               0.006238
                     78,                  1.418,                 1.0578,                0.99654,                0.39662,                0.31481,                0.29907,                0.17024,                  1.348,                0.99678,                0.96486,              0.0061885,              0.0061885,              0.0061885
                     79,                 1.4149,                 1.0464,                0.99752,                0.39431,                 0.3116,                0.29818,                0.17011,                 1.3433,                0.99527,                0.96557,               0.006139,               0.006139,               0.006139
                     80,                 1.4105,                 1.0462,                0.99467,                0.39154,                0.31225,                0.29979,                0.17131,                 1.3438,                0.99543,                0.96493,              0.0060895,              0.0060895,              0.0060895
                     81,                 1.4156,                 1.0547,                0.99657,                0.38966,                0.31234,                0.29962,                0.17129,                 1.3452,                 0.9961,                0.96522,                0.00604,                0.00604,                0.00604
                     82,                 1.4066,                 1.0449,                0.99239,                0.39165,                0.31151,                0.29923,                0.17099,                 1.3428,                0.99318,                0.96525,              0.0059905,              0.0059905,              0.0059905
                     83,                 1.4104,                 1.0402,                 0.9925,                 0.3993,                0.30969,                0.30032,                 0.1722,                 1.3407,                0.99062,                0.96457,               0.005941,               0.005941,               0.005941
                     84,                 1.4101,                 1.0468,                0.99383,                0.39424,                0.31383,                0.30054,                0.17294,                  1.342,                0.99107,                0.96485,              0.0058915,              0.0058915,              0.0058915
                     85,                 1.4084,                 1.0411,                0.99347,                0.39713,                0.31187,                 0.3002,                0.17226,                 1.3425,                0.99211,                 0.9655,               0.005842,               0.005842,               0.005842
                     86,                 1.4026,                 1.0407,                0.99441,                0.40884,                0.31117,                0.30019,                0.17228,                 1.3408,                0.99165,                0.96444,              0.0057925,              0.0057925,              0.0057925
                     87,                 1.4049,                 1.0405,                0.99548,                0.40198,                0.31367,                0.30151,                0.17312,                 1.3389,                0.98865,                0.96308,               0.005743,               0.005743,               0.005743
                     88,                 1.3954,                 1.0328,                0.99004,                0.40141,                 0.3135,                 0.3039,                0.17457,                 1.3363,                 0.9888,                0.96223,              0.0056935,              0.0056935,              0.0056935
                     89,                 1.4141,                 1.0444,                0.99343,                0.41213,                0.30964,                0.30311,                 0.1747,                 1.3357,                0.98699,                 0.9632,               0.005644,               0.005644,               0.005644
                     90,                 1.4038,                 1.0373,                0.99329,                0.40404,                0.31081,                0.30245,                0.17405,                 1.3366,                0.98726,                0.96305,              0.0055945,              0.0055945,              0.0055945
                     91,                 1.4081,                 1.0382,                0.99409,                0.39503,                0.31191,                0.30173,                0.17357,                 1.3356,                0.98595,                 0.9626,               0.005545,               0.005545,               0.005545
                     92,                 1.3916,                 1.0286,                0.99032,                0.40058,                0.31121,                0.30336,                0.17414,                 1.3336,                0.98596,                0.96249,              0.0054955,              0.0054955,              0.0054955
                     93,                 1.4083,                 1.0395,                0.99129,                0.39996,                0.31488,                0.30409,                0.17472,                 1.3356,                0.98635,                0.96319,               0.005446,               0.005446,               0.005446
                     94,                 1.4123,                 1.0403,                0.98848,                0.40236,                0.31483,                0.30539,                0.17562,                 1.3416,                0.99242,                0.96244,              0.0053965,              0.0053965,              0.0053965
                     95,                 1.4309,                 1.0546,                0.98967,                0.40168,                0.31337,                0.30471,                0.17598,                 1.3566,                 1.0067,                 0.9612,               0.005347,               0.005347,               0.005347
                     96,                 1.4334,                 1.0643,                0.98567,                0.41074,                0.31422,                0.30585,                0.17601,                 1.3608,                 1.0159,                0.95934,              0.0052975,              0.0052975,              0.0052975
                     97,                 1.4334,                 1.0598,                0.98192,                0.42007,                0.30921,                0.30676,                0.17633,                 1.3649,                 1.0203,                 0.9595,               0.005248,               0.005248,               0.005248
                     98,                   1.43,                 1.0559,                0.98155,                0.41656,                0.31079,                0.30692,                  0.177,                 1.3659,                 1.0236,                0.95799,              0.0051985,              0.0051985,              0.0051985
                     99,                 1.4305,                 1.0589,                0.98005,                0.41134,                0.31239,                0.30742,                0.17675,                 1.3672,                 1.0244,                0.95694,               0.005149,               0.005149,               0.005149
                    100,                  1.426,                 1.0551,                0.97819,                0.41391,                0.31077,                0.30803,                0.17772,                 1.3667,                 1.0242,                0.95564,              0.0050995,              0.0050995,              0.0050995
                    101,                  1.427,                 1.0568,                0.97706,                0.40692,                0.31457,                  0.307,                0.17772,                 1.3645,                 1.0244,                0.95389,                0.00505,                0.00505,                0.00505
                    102,                 1.4247,                 1.0592,                0.97614,                0.40871,                0.31326,                0.30753,                0.17745,                 1.3646,                 1.0228,                0.95281,              0.0050005,              0.0050005,              0.0050005
                    103,                 1.4228,                 1.0556,                0.97577,                0.40802,                0.31427,                0.30869,                0.17798,                 1.3648,                 1.0211,                0.95308,               0.004951,               0.004951,               0.004951
                    104,                 1.4244,                 1.0561,                0.97738,                0.40986,                0.31443,                0.31035,                0.17823,                 1.3628,                 1.0188,                0.95215,              0.0049015,              0.0049015,              0.0049015
                    105,                 1.4212,                 1.0507,                0.97334,                0.41634,                0.31352,                0.31015,                 0.1785,                 1.3613,                  1.017,                0.95115,               0.004852,               0.004852,               0.004852
                    106,                 1.4202,                 1.0514,                0.97602,                0.41927,                0.31349,                 0.3098,                0.17864,                 1.3611,                 1.0151,                0.95077,              0.0048025,              0.0048025,              0.0048025
                    107,                 1.4088,                 1.0411,                0.97433,                0.40866,                0.31977,                0.31031,                0.17847,                 1.3599,                 1.0129,                0.95029,               0.004753,               0.004753,               0.004753
                    108,                 1.4183,                 1.0474,                 0.9743,                0.41334,                0.31919,                0.31036,                0.17915,                 1.3584,                 1.0118,                 0.9496,              0.0047035,              0.0047035,              0.0047035
                    109,                 1.4137,                 1.0407,                 0.9737,                0.40996,                0.31895,                0.30989,                 0.1797,                 1.3582,                 1.0103,                0.94959,               0.004654,               0.004654,               0.004654
                    110,                 1.4168,                 1.0441,                0.97001,                0.41334,                0.31831,                0.31088,                0.17974,                 1.3576,                 1.0091,                0.94955,              0.0046045,              0.0046045,              0.0046045
                    111,                 1.4217,                  1.046,                0.97136,                0.41235,                0.31932,                0.31176,                0.18011,                 1.3567,                 1.0079,                0.94918,               0.004555,               0.004555,               0.004555
                    112,                 1.4095,                 1.0382,                 0.9715,                0.41656,                 0.3189,                0.31292,                0.18034,                 1.3566,                 1.0067,                0.94885,              0.0045055,              0.0045055,              0.0045055
                    113,                 1.4141,                 1.0436,                0.97229,                0.41122,                 0.3202,                0.31353,                0.18096,                 1.3554,                 1.0053,                0.94812,               0.004456,               0.004456,               0.004456
                    114,                 1.4048,                 1.0353,                0.96811,                0.41212,                0.32131,                0.31429,                0.18136,                 1.3554,                 1.0046,                0.94819,              0.0044065,              0.0044065,              0.0044065
                    115,                 1.4067,                 1.0277,                0.96884,                0.41711,                0.32113,                0.31466,                  0.182,                 1.3545,                 1.0041,                0.94807,               0.004357,               0.004357,               0.004357
                    116,                 1.4055,                 1.0341,                0.97032,                0.41444,                0.32311,                0.31436,                0.18158,                 1.3536,                  1.004,                0.94754,              0.0043075,              0.0043075,              0.0043075
                    117,                 1.4002,                  1.027,                0.96569,                0.41413,                 0.3238,                0.31461,                0.18151,                 1.3528,                  1.003,                0.94714,               0.004258,               0.004258,               0.004258
                    118,                 1.4091,                 1.0299,                0.96893,                0.41691,                0.32164,                0.31445,                  0.182,                 1.3522,                 1.0027,                0.94674,              0.0042085,              0.0042085,              0.0042085
                    119,                 1.3974,                 1.0225,                0.96862,                0.41764,                0.32164,                0.31508,                0.18233,                 1.3521,                 1.0021,                0.94652,               0.004159,               0.004159,               0.004159
                    120,                 1.4035,                 1.0319,                0.97059,                0.41873,                0.32203,                0.31538,                0.18248,                 1.3509,                 1.0009,                0.94627,              0.0041095,              0.0041095,              0.0041095
                    121,                 1.4171,                 1.0367,                0.96767,                0.42168,                0.32089,                0.31573,                0.18267,                   1.35,                0.99971,                0.94586,                0.00406,                0.00406,                0.00406
                    122,                 1.4004,                 1.0288,                0.96539,                0.41939,                0.32252,                0.31584,                  0.183,                 1.3492,                0.99836,                0.94559,              0.0040105,              0.0040105,              0.0040105
                    123,                 1.3983,                 1.0211,                0.96532,                0.42025,                0.32384,                0.31638,                0.18306,                 1.3484,                0.99788,                0.94558,               0.003961,               0.003961,               0.003961
                    124,                 1.3991,                 1.0211,                0.96545,                0.42435,                0.32376,                0.31719,                0.18339,                 1.3482,                0.99738,                0.94565,              0.0039115,              0.0039115,              0.0039115
                    125,                 1.3986,                 1.0247,                0.96274,                0.42677,                0.32311,                0.31757,                0.18339,                 1.3474,                0.99623,                0.94548,               0.003862,               0.003862,               0.003862
                    126,                 1.3928,                 1.0194,                0.96391,                0.42704,                0.32295,                0.31748,                0.18352,                 1.3466,                0.99591,                0.94518,              0.0038125,              0.0038125,              0.0038125
                    127,                 1.4051,                 1.0263,                0.96498,                 0.4287,                0.32154,                0.31755,                0.18351,                  1.346,                 0.9957,                0.94498,               0.003763,               0.003763,               0.003763
                    128,                 1.3917,                 1.0147,                0.96392,                 0.4275,                0.32426,                0.31757,                0.18339,                 1.3452,                0.99462,                 0.9445,              0.0037135,              0.0037135,              0.0037135
                    129,                 1.3918,                 1.0168,                0.96521,                0.42555,                0.32581,                0.31827,                0.18382,                 1.3446,                0.99323,                0.94421,               0.003664,               0.003664,               0.003664
                    130,                   1.39,                 1.0119,                0.96083,                0.42506,                0.32669,                0.31894,                0.18412,                 1.3445,                0.99264,                 0.9441,              0.0036145,              0.0036145,              0.0036145
                    131,                 1.3905,                 1.0134,                0.96169,                0.42767,                0.32546,                0.31947,                0.18444,                 1.3442,                0.99206,                0.94398,               0.003565,               0.003565,               0.003565
                    132,                 1.3938,                 1.0133,                0.96479,                0.42512,                0.32725,                0.31963,                0.18453,                 1.3439,                0.99167,                0.94382,              0.0035155,              0.0035155,              0.0035155
                    133,                 1.3896,                 1.0158,                0.96316,                0.42361,                0.32715,                0.31933,                0.18429,                 1.3436,                0.99127,                0.94363,               0.003466,               0.003466,               0.003466
                    134,                 1.3822,                 1.0102,                0.96097,                0.42634,                0.32563,                0.31919,                 0.1844,                 1.3431,                0.99058,                0.94354,              0.0034165,              0.0034165,              0.0034165
                    135,                 1.3836,                 1.0062,                0.96127,                0.42966,                0.32393,                0.31983,                0.18484,                 1.3431,                0.99026,                0.94377,               0.003367,               0.003367,               0.003367
                    136,                 1.3776,                  1.005,                 0.9603,                0.42676,                0.32573,                0.32029,                0.18508,                 1.3429,                 0.9898,                0.94368,              0.0033175,              0.0033175,              0.0033175
                    137,                 1.3826,                 1.0021,                0.96001,                0.42876,                0.32562,                0.32074,                0.18532,                 1.3423,                0.98936,                0.94341,               0.003268,               0.003268,               0.003268
                    138,                 1.3807,                 1.0034,                0.95902,                0.42896,                0.32604,                 0.3203,                0.18517,                 1.3419,                0.98887,                0.94326,              0.0032185,              0.0032185,              0.0032185
                    139,                 1.3802,                 0.9995,                 0.9608,                0.42946,                0.32614,                0.32059,                0.18542,                 1.3416,                 0.9886,                0.94305,               0.003169,               0.003169,               0.003169
                    140,                 1.3808,                 1.0013,                0.95876,                0.42495,                0.32847,                 0.3203,                0.18519,                 1.3414,                0.98826,                0.94296,              0.0031195,              0.0031195,              0.0031195
                    141,                 1.3825,                0.99856,                0.95959,                0.42457,                0.32839,                0.32048,                0.18551,                 1.3411,                0.98799,                0.94277,                0.00307,                0.00307,                0.00307
                    142,                 1.3768,                0.99669,                 0.9594,                0.42526,                0.32764,                0.32043,                0.18548,                 1.3412,                0.98792,                0.94275,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.3759,                0.99474,                 0.9583,                0.42361,                0.32836,                 0.3202,                0.18531,                 1.3413,                0.98799,                0.94264,               0.002971,               0.002971,               0.002971
                    144,                  1.371,                0.99335,                 0.9586,                 0.4209,                0.32842,                0.32043,                0.18535,                 1.3411,                 0.9877,                0.94253,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.3812,                 0.9948,                0.95753,                0.42003,                0.32964,                0.32057,                0.18538,                 1.3409,                0.98753,                0.94246,               0.002872,               0.002872,               0.002872
                    146,                 1.3735,                0.99235,                0.95897,                0.42027,                0.33031,                0.32068,                0.18558,                 1.3404,                0.98708,                0.94238,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.3773,                0.99915,                0.95809,                0.42096,                0.33074,                0.32084,                0.18576,                 1.3396,                0.98666,                0.94226,               0.002773,               0.002773,               0.002773
                    148,                 1.3702,                 0.9877,                0.95885,                0.41966,                0.33191,                0.32089,                0.18587,                 1.3394,                0.98651,                0.94217,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.3723,                0.98444,                0.95711,                0.42037,                0.33101,                0.32053,                0.18599,                 1.3394,                0.98631,                0.94212,               0.002674,               0.002674,               0.002674
                    150,                 1.3725,                0.98932,                0.95902,                0.42106,                0.33032,                 0.3206,                0.18603,                 1.3391,                0.98605,                  0.942,              0.0026245,              0.0026245,              0.0026245
                    151,                  1.363,                0.98346,                0.95684,                0.42241,                0.32897,                0.32051,                0.18595,                  1.339,                0.98582,                0.94195,               0.002575,               0.002575,               0.002575
                    152,                 1.3727,                0.98825,                0.95579,                0.41925,                0.33064,                0.32065,                0.18601,                 1.3389,                0.98547,                0.94188,              0.0025255,              0.0025255,              0.0025255
                    153,                  1.367,                0.98103,                0.95584,                0.42065,                0.33011,                0.32071,                  0.186,                 1.3385,                0.98525,                0.94176,               0.002476,               0.002476,               0.002476
                    154,                 1.3646,                0.97953,                0.95747,                0.42095,                0.32994,                0.32064,                0.18612,                 1.3384,                0.98504,                0.94169,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.3737,                0.98815,                0.95752,                0.42228,                0.32928,                 0.3208,                 0.1862,                 1.3383,                0.98474,                0.94165,               0.002377,               0.002377,               0.002377
                    156,                 1.3633,                0.98047,                0.95565,                0.41977,                0.33009,                0.32093,                 0.1862,                 1.3382,                0.98444,                0.94159,              0.0023275,              0.0023275,              0.0023275
